Well_id,titer,dcm,yield,Yeast_extract_source,Yeast_extract,Glycerol,Tryptone,Magnesium_sulfate,pH,Buffer_capacity,Osmolality,Category,Run_number,Replicate,Dipotassium_phosphate,Potassium_phosphate,Sodium_chloride,Well_bottom,Well_volume,Well_fill_volume,Well_cover,Shake_speed,Temperature,Time,Inoculum_amount,Inoculum_age,Antibiotic_conc,Flask_baffles,Flask_volume,Flask_fill_volume,Flask_cover,Exp_number,Random,Plate,Exp_plate,Row,Column,Well,Starter_culture,Exp_date,Plate_streak_date,Media_number,Strain
e26-1-1-1-E4,4.159806861326675,8.610271515500001,0.4831214502165574,1,24,5,12,0.12,7.2,90,750,Exp,1,1,12.7,2.2799999999999998,6.63,Round,2.5,0.1,Foil,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,13,1,1,E,4,E4,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-10-1-1-D4,3.762540750367558,8.3214643805,0.4521488740833237,1,24,5,12,0.12,7.2,90,750,Exp,10,1,12.7,2.2799999999999998,6.63,Pyramidal,2.5,0.1,Aeraseal,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,36,1,2,D,4,D4,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-11-1-1-C8,15.811272666033858,9.302065350500001,1.6997593620629612,1,24,5,12,0.12,7.2,90,750,Exp,11,1,12.7,2.2799999999999998,6.63,Round,10,0.1,Aeraseal,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,27,1,3,C,8,C8,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-12-1-1-B5,9.756221115098914,10.870355257999998,0.8975071084193738,1,24,5,12,0.12,7.2,90,750,Exp,12,1,12.7,2.2799999999999998,6.63,Pyramidal,10,0.1,Aeraseal,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,7,1,4,B,5,B5,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-13-1-1-D3,4.264092909327449,9.930052958000001,0.42941290719825875,1,24,5,12,0.12,7.2,90,750,Exp,13,1,12.7,2.2799999999999998,6.63,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,34,1,5,D,3,D3,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-14-1-1-C6,5.664908127899995,10.571473455500001,0.5358674125935323,1,24,5,12,0.12,7.2,90,750,Exp,14,1,12.7,2.2799999999999998,6.63,Pyramidal,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,25,1,6,C,6,C6,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-15-1-1-C10,5.489655999369607,11.179311728,0.4910549175956932,1,24,5,12,0.12,7.2,90,750,Exp,15,1,12.7,2.2799999999999998,6.63,Round,10,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,31,1,7,C,10,C10,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-16-1-1-C4,4.822777496460279,10.705802355500001,0.4504825828381396,1,24,5,12,0.12,7.2,90,750,Exp,16,1,12.7,2.2799999999999998,6.63,Pyramidal,10,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,22,1,8,C,4,C4,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-17-5-1-E6,1.086138796767795,4.570329847999999,0.23764997995562512,1,24,5,12,0.12,7.2,90,750,Exp,17,5,12.7,2.2799999999999998,6.63,Round,2.5,0.3,Foil,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,16,1,1,E,6,E6,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-18-1-1-E8,1.325126471290782,5.060630332999999,0.2618500827159276,1,24,5,12,0.12,7.2,90,750,Exp,18,1,12.7,2.2799999999999998,6.63,Pyramidal,2.5,0.3,Foil,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,24,1,2,E,8,E8,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-19-1-1-E9,10.331993293764718,8.5834057355,1.2037172204306685,1,24,5,12,0.12,7.2,90,750,Exp,19,1,12.7,2.2799999999999998,6.63,Round,10,0.3,Foil,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,28,1,3,E,9,E9,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-2-1-1-F5,2.1438285560477945,6.3770535530000005,0.3361785404858736,1,24,5,12,0.12,7.2,90,750,Exp,2,1,12.7,2.2799999999999998,6.63,Pyramidal,2.5,0.1,Foil,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,35,1,2,F,5,F5,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-20-1-1-F4,10.483432961593328,8.784899085500001,1.1933469991586878,1,24,5,12,0.12,7.2,90,750,Exp,20,1,12.7,2.2799999999999998,6.63,Pyramidal,10,0.3,Foil,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,33,1,4,F,4,F4,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-21-1-1-E7,8.874847838849877,8.761391528,1.0129495766154597,1,24,5,12,0.12,7.2,90,750,Exp,21,1,12.7,2.2799999999999998,6.63,Round,2.5,0.3,Foil,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,19,1,5,E,7,E7,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-22-1-1-F6,11.305571612550349,9.1946022305,1.2295878961514963,1,24,5,12,0.12,7.2,90,750,Exp,22,1,12.7,2.2799999999999998,6.63,Pyramidal,2.5,0.3,Foil,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,40,1,6,F,6,F6,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-23-1-1-D9,6.849955079726472,9.6244547105,0.711723966268278,1,24,5,12,0.12,7.2,90,750,Exp,23,1,12.7,2.2799999999999998,6.63,Round,10,0.3,Foil,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,6,1,7,D,9,D9,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-24-1-1-F3,6.482336719250647,10.111396973,0.6410920999897576,1,24,5,12,0.12,7.2,90,750,Exp,24,1,12.7,2.2799999999999998,6.63,Pyramidal,10,0.3,Foil,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,32,1,8,F,3,F3,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-25-1-1-B3,2.149986884173812,7.7472083330000014,0.27751762851345174,1,24,5,12,0.12,7.2,90,750,Exp,25,1,12.7,2.2799999999999998,6.63,Round,2.5,0.3,Aeraseal,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,1,1,1,B,3,B3,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-26-1-1-B10,1.0021412557121456,4.1136115879999995,0.24361591615395506,1,24,5,12,0.12,7.2,90,750,Exp,26,1,12.7,2.2799999999999998,6.63,Pyramidal,2.5,0.3,Aeraseal,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,20,1,2,B,10,B10,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-27-1-1-C7,9.935529374636243,8.116612808000001,1.2240979839328365,1,24,5,12,0.12,7.2,90,750,Exp,27,1,12.7,2.2799999999999998,6.63,Round,10,0.3,Aeraseal,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,26,1,3,C,7,C7,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-28-1-1-B8,13.981616164013115,9.386020913000001,1.4896212456386109,1,24,5,12,0.12,7.2,90,750,Exp,28,1,12.7,2.2799999999999998,6.63,Pyramidal,10,0.3,Aeraseal,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,12,1,4,B,8,B8,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-29-1-1-B9,8.602540196855731,8.0863888055,1.0638296529848612,1,24,5,12,0.12,7.2,90,750,Exp,29,1,12.7,2.2799999999999998,6.63,Round,2.5,0.3,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,17,1,5,B,9,B9,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-3-1-1-D8,15.23342480213105,9.8057987255,1.5535118788963613,1,24,5,12,0.12,7.2,90,750,Exp,3,1,12.7,2.2799999999999998,6.63,Round,10,0.1,Foil,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,5,1,3,D,8,D8,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-30-1-1-D6,11.531231300084873,9.654678713000001,1.1943671708679542,1,24,5,12,0.12,7.2,90,750,Exp,30,1,12.7,2.2799999999999998,6.63,Pyramidal,2.5,0.3,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,38,1,6,D,6,D6,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-31-1-1-D5,7.40167914690264,9.822589838,0.7535364164620063,1,24,5,12,0.12,7.2,90,750,Exp,31,1,12.7,2.2799999999999998,6.63,Round,10,0.3,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,37,1,7,D,5,D5,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-32-1-1-C3,6.630601983549181,10.2960992105,0.64399165625631,1,24,5,12,0.12,7.2,90,750,Exp,32,1,12.7,2.2799999999999998,6.63,Pyramidal,10,0.3,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,21,1,8,C,3,C3,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-4-1-1-D10,9.483529559085694,9.503558700500001,0.9978924588098506,1,24,5,12,0.12,7.2,90,750,Exp,4,1,12.7,2.2799999999999998,6.63,Pyramidal,10,0.1,Foil,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,9,1,4,D,10,D10,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-5-1-1-D7,5.830086208618217,10.309532100499998,0.5655044430518301,1,24,5,12,0.12,7.2,90,750,Exp,5,1,12.7,2.2799999999999998,6.63,Round,2.5,0.1,Foil,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,2,1,5,D,7,D7,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-6-1-1-E3,5.817054748092183,9.574081373,0.6075835917268197,1,24,5,12,0.12,7.2,90,750,Exp,6,1,12.7,2.2799999999999998,6.63,Pyramidal,2.5,0.1,Foil,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,11,1,6,E,3,E3,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-7-1-1-E5,4.6524445664420435,12.670362518000001,0.3671911170523024,1,24,5,12,0.12,7.2,90,750,Exp,7,1,12.7,2.2799999999999998,6.63,Round,10,0.1,Foil,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,15,1,7,E,5,E5,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-8-1-1-E10,4.203611302511149,12.3849136055,0.33941385756977527,1,24,5,12,0.12,7.2,90,750,Exp,8,1,12.7,2.2799999999999998,6.63,Pyramidal,10,0.1,Foil,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,29,1,8,E,10,E10,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e26-9-1-1-C9,5.369111063548575,8.526315953000001,0.6297105447587176,1,24,5,12,0.12,7.2,90,750,Exp,9,1,12.7,2.2799999999999998,6.63,Round,2.5,0.1,Aeraseal,230,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e26,30,1,1,C,9,C9,8,2017-10-10T00:00:00Z,2017-10-04T00:00:00Z,"NA","NA"
e27-1-1-1-E9,3.7483840596663773,7.898328345500001,0.47457941677013016,2,20,3,10,0,6.7,70,850,Exp,1,1,7.06,4,13.3,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,39,1,1,E,9,E9,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-10-1-1-D8,1.9170436383381255,4.640852520499999,0.41308006015489285,1,20,3,14,0,7.5,70,650,Exp,10,1,11.4,0.64300000000000002,6.06,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,33,1,1,D,8,D8,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-11-1-1-B9,4.08822121599013,8.126687475499999,0.5030612076956483,2,28,3,14,0,7.5,70,850,Exp,11,1,11.4,0.64300000000000002,10.5,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,36,1,1,B,9,B9,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-12-1-1-D6,1.3296882676659365,5.137869450499998,0.258801489698524,1,28,3,14,0,6.7,110,850,Exp,12,1,11.1,6.28,8.2200000000000006,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,23,1,1,D,6,D6,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-13-1-1-C2,5.393664840406425,7.619595877999999,0.7078675728695154,2,20,7,14,0,7.5,110,850,Exp,13,1,17.8,1.01,7.25,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,2,1,1,C,2,C2,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-14-1-1-B5,5.107139632036527,6.074813528,0.8407072264023784,1,20,7,14,0,6.7,70,850,Exp,14,1,7.06,4,11.4,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,16,1,1,B,5,B5,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-15-1-1-C7,7.472287825295256,12.374838938,0.6038290973104912,2,28,7,14,0,6.7,70,650,Exp,15,1,7.06,4,4.13,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,27,1,1,C,7,C7,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-16-1-1-E8,5.30889947131263,7.690118550500001,0.6903533978637367,1,28,7,14,0,7.5,110,650,Exp,16,1,17.8,1.01,4.7800000000000004E-3,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,34,1,1,E,8,E8,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-17-1-1-E3,3.8071473833826746,8.620346182999999,0.4416466929008801,2,20,3,10,0.24,6.7,70,650,Exp,17,1,7.06,4,7.5,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,9,1,1,E,3,E3,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-18-1-1-D7,3.086599530382492,6.2393664305,0.494697589052346,1,20,3,10,0.24,7.5,110,650,Exp,18,1,17.8,1.01,3.38,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,28,1,1,D,7,D7,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-19-1-1-F3,3.8261015212468683,8.224075928000001,0.46523178467022386,2,28,3,10,0.24,7.5,110,850,Exp,19,1,17.8,1.01,7.82,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,10,1,1,F,3,F3,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-2-1-1-B4,2.011909567126162,3.9927155779999994,0.5038950378063124,1,20,3,10,0,7.5,110,850,Exp,2,1,17.8,1.01,9.2200000000000006,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,11,1,1,B,4,B4,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-20-1-1-F4,4.077736742276816,8.801690198,0.4632901920591794,1,28,3,10,0.24,6.7,70,850,Exp,20,1,7.06,4,11.9,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,15,1,1,F,4,F4,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-21-1-1-D3,5.397869234644579,7.189743398000001,0.7507735583645622,2,20,7,10,0.24,7.5,70,850,Exp,21,1,11.4,0.64300000000000002,11.3,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,8,1,1,D,3,D3,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-22-1-1-B7,5.931764394131699,7.770715890499999,0.7633485096763749,1,20,7,10,0.24,6.7,110,850,Exp,22,1,11.1,6.28,9.06,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,26,1,1,B,7,B7,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-23-1-1-C8,7.089117529362747,11.327073518,0.6258560534720056,2,28,7,10,0.24,6.7,110,650,Exp,23,1,11.1,6.28,1.82,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,32,1,1,C,8,C8,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-24-1-1-D9,6.1028386403060075,10.349830770500002,0.5896558867127426,1,28,7,10,0.24,7.5,70,650,Exp,24,1,11.4,0.64300000000000002,4.09,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,38,1,1,D,9,D9,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-25-1-1-C6,3.4526478709895274,6.763249140500001,0.5105013580402091,2,20,3,14,0.24,6.7,110,850,Exp,25,1,11.1,6.28,9.6300000000000008,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,22,1,1,C,6,C6,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-26-1-1-C4,3.2170358869919786,6.4274268905000005,0.500516916302368,1,20,3,14,0.24,7.5,70,850,Exp,26,1,11.4,0.64300000000000002,11.9,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,12,1,1,C,4,C4,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-27-1-1-C5,3.6354800842835093,8.808406643000001,0.4127284572145188,2,28,3,14,0.24,7.5,70,650,Exp,27,1,11.4,0.64300000000000002,4.6500000000000004,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,17,1,1,C,5,C5,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-28-1-1-D4,3.4150626336056424,9.2550502355,0.36899449994407785,1,28,3,14,0.24,6.7,110,650,Exp,28,1,11.1,6.28,2.38,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,13,1,1,D,4,D4,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-29-1-1-C3,6.180556101886497,9.809156948,0.630080254057578,2,20,7,14,0.24,7.5,110,650,Exp,29,1,17.8,1.01,1.41,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,7,1,1,C,3,C3,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-3-1-1-E5,3.662877374416509,8.7513168605,0.41855156575912544,2,28,3,10,0,7.5,110,650,Exp,3,1,17.8,1.01,1.98,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,19,1,1,E,5,E5,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-30-1-1-F2,6.783611671246582,10.9946094905,0.6169943259110775,1,20,7,14,0.24,6.7,70,650,Exp,30,1,7.06,4,5.53,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,5,1,1,F,2,F2,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-31-1-1-F9,7.728363091351216,11.891254898,0.6499198913523464,2,28,7,14,0.24,6.7,70,850,Exp,31,1,7.06,4,9.9700000000000006,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,40,1,1,F,9,F9,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-32-1-1-C9,6.2058168311079225,9.486767588,0.654155040011498,1,28,7,14,0.24,7.5,110,850,Exp,32,1,17.8,1.01,5.84,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,37,1,1,C,9,C9,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-4-1-1-F8,3.4082503768801953,6.961384268000001,0.4895937712485139,1,28,3,10,0,6.7,70,650,Exp,4,1,7.06,4,6.1,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,35,1,1,F,8,F8,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-5-1-1-F7,5.516669375483533,7.841238563,0.7035456619716587,2,20,7,10,0,7.5,70,650,Exp,5,1,11.4,0.64300000000000002,5.49,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,30,1,1,F,7,F7,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-6-1-1-B2,3.578495919341786,5.880036622999999,0.60858395087955,1,20,7,10,0,6.7,110,650,Exp,6,1,11.1,6.28,3.22,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,1,1,1,B,2,B2,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
e27-7-1-1-B8,6.817551203524674,10.5378912305,0.6469559283163333,2,28,7,10,0,6.7,110,850,Exp,7,1,11.1,6.28,7.66,Round,2.5,0.1,Aeraseal,460,30,48,0.01,16,2.5000000000000001E-2,"NA","NA","NA","NA",e27,31,1,1,B,8,B8,9,2017-10-11T00:00:00Z,2017-10-05T00:00:00Z,"NA","NA"
